,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
11,12.0,Josh Green,25.0,CHO,SG,58,0,15.7,1.4,3.1,0.459,1.0,2.4,0.42,0.4,0.7,0.581,0.619,0.4,0.5,0.893,0.8,1.0,1.8,0.8,0.6,0.1,0.6,1.1,4.3
12,13.0,PJ Hall,23.0,CHO,C,12,2,15.6,2.1,4.2,0.5,0.2,0.2,1.0,1.9,4.0,0.479,0.52,1.8,2.2,0.808,2.5,3.0,5.5,0.7,0.3,0.7,1.3,1.6,6.1
13,14.0,Tidjane SalaÃ¼n,20.0,CHO,PF,37,0,15.5,2.2,4.3,0.503,1.0,2.2,0.434,1.2,2.1,0.579,0.616,0.7,1.1,0.65,0.7,3.3,4.0,0.7,0.4,0.2,0.7,1.5,6.0
14,15.0,Tre Mann,24.0,CHO,PG,53,1,12.6,2.1,5.7,0.36,0.9,2.9,0.323,1.1,2.8,0.399,0.442,0.4,0.5,0.852,0.4,1.4,1.7,1.6,0.5,0.1,1.0,1.3,5.5
15,16.0,Liam McNeeley,20.0,CHO,SF,31,0,11.9,1.2,3.1,0.4,0.8,1.9,0.4,0.5,1.1,0.4,0.526,1.0,1.3,0.821,0.4,1.9,2.4,0.8,0.2,0.1,0.4,1.2,4.3
16,17.0,Drew Peterson,26.0,CHO,PF,6,0,10.7,0.3,2.7,0.125,0.0,2.0,0.0,0.3,0.7,0.5,0.125,0.2,0.3,0.5,0.5,1.0,1.5,0.3,0.5,0.2,0.0,0.5,0.8
17,18.0,Mason Plumlee,35.0,CHO,C,14,2,8.9,0.6,0.9,0.75,0.0,0.0,,0.6,0.9,0.75,0.75,0.6,0.9,0.667,0.7,2.1,2.9,1.1,0.4,0.0,0.6,0.7,1.9
18,19.0,Pat Connaughton,33.0,CHO,SG,42,0,7.1,0.9,2.0,0.447,0.5,1.2,0.404,0.4,0.8,0.515,0.571,0.3,0.5,0.65,0.4,1.1,1.5,0.4,0.3,0.0,0.3,0.2,2.6
19,20.0,Antonio Reeves,25.0,CHO,SG,10,0,6.8,1.0,2.0,0.5,0.7,1.3,0.538,0.3,0.7,0.429,0.675,0.0,0.0,,0.2,0.6,0.8,0.3,0.1,0.0,0.1,0.3,2.7
20,21.0,Xavier Tillman Sr.,27.0,CHO,C,16,0,4.5,0.4,0.9,0.4,0.0,0.2,0.0,0.4,0.8,0.5,0.4,0.1,0.3,0.25,0.6,0.6,1.1,0.5,0.2,0.2,0.2,0.4,0.8
21,,Team Totals,,CHO,,82,82,240.9,40.9,88.9,0.46,16.4,43.3,0.378,24.6,45.6,0.538,0.552,17.8,21.7,0.818,12.8,33.3,46.1,26.3,7.0,4.5,15.4,19.1,116.0
0,1.0,James Harden,36.0,CLE,PG,26,26,33.8,6.3,13.5,0.466,3.1,7.1,0.435,3.2,6.5,0.5,0.58,4.8,5.8,0.84,0.5,4.3,4.8,7.7,0.8,0.5,3.2,2.1,20.5
1,2.0,Donovan Mitchell,29.0,CLE,SG,70,70,33.5,9.7,20.0,0.483,3.2,8.8,0.364,6.5,11.2,0.577,0.563,5.3,6.1,0.865,0.7,3.8,4.5,5.7,1.5,0.3,2.8,2.3,27.9
2,3.0,Evan Mobley,24.0,CLE,PF,65,63,31.9,7.2,13.2,0.546,1.0,3.2,0.297,6.3,10.0,0.626,0.582,2.8,4.6,0.606,2.4,6.6,9.0,3.6,0.7,1.7,1.9,2.4,18.2
3,4.0,Darius Garland,26.0,CLE,PG,26,26,30.5,6.5,14.5,0.451,2.3,6.3,0.36,4.3,8.2,0.521,0.529,2.6,3.0,0.861,0.5,2.0,2.4,6.9,0.8,0.1,2.8,1.8,18.0
4,5.0,Jarrett Allen,27.0,CLE,C,56,56,27.1,6.0,9.4,0.638,0.0,0.2,0.1,6.0,9.3,0.649,0.639,3.3,4.7,0.709,2.6,5.9,8.5,1.8,1.0,0.8,1.3,1.7,15.4
5,6.0,Jaylon Tyson,23.0,CLE,SG,66,42,26.9,5.0,10.2,0.493,2.0,4.5,0.446,3.0,5.6,0.53,0.592,1.2,1.6,0.738,1.8,3.3,5.1,2.2,0.8,0.4,1.5,2.5,13.2
6,7.0,Sam Merrill,29.0,CLE,SG,52,38,26.5,4.3,9.3,0.461,3.0,7.2,0.421,1.3,2.1,0.596,0.624,1.1,1.3,0.855,0.5,2.0,2.6,2.4,0.6,0.1,0.8,2.4,12.8
7,8.0,De'Andre Hunter,28.0,CLE,SF,43,23,26.2,4.7,11.2,0.423,1.7,5.5,0.308,3.0,5.7,0.535,0.499,2.8,3.2,0.869,0.7,3.6,4.2,2.1,0.7,0.1,1.7,2.5,14.0
8,9.0,Keon Ellis,26.0,CLE,SG,29,6,24.8,3.0,6.0,0.491,1.3,3.7,0.355,1.7,2.3,0.706,0.6,1.1,1.3,0.816,0.8,2.0,2.8,1.6,1.3,0.8,0.7,2.2,8.3
9,10.0,Max Strus,29.0,CLE,SF,12,5,24.0,3.9,8.8,0.443,2.8,6.8,0.402,1.2,2.0,0.583,0.599,0.6,0.8,0.778,0.8,4.7,5.4,2.0,0.3,0.0,0.8,2.8,11.2
10,11.0,Dean Wade,29.0,CLE,PF,59,38,22.3,2.1,4.7,0.439,1.2,3.3,0.362,0.9,1.4,0.622,0.567,0.5,0.6,0.711,0.9,3.3,4.2,1.5,0.7,0.4,0.3,1.5,5.8
11,12.0,Dennis SchrÃ¶der,32.0,CLE,PG,30,3,21.4,2.8,6.9,0.401,0.6,2.1,0.29,2.2,4.8,0.448,0.444,2.1,2.4,0.861,0.4,1.9,2.3,4.3,0.8,0.2,1.5,1.4,8.2
12,13.0,Lonzo Ball,28.0,CLE,PG,35,3,20.8,1.5,5.0,0.301,1.1,4.2,0.272,0.4,0.8,0.448,0.415,0.4,0.6,0.667,0.7,3.3,4.0,3.9,1.3,0.3,1.5,1.3,4.6
13,14.0,Craig Porter Jr.,25.0,CLE,PG,64,3,17.9,1.8,4.0,0.45,0.5,1.5,0.355,1.3,2.6,0.503,0.514,0.4,0.6,0.6,1.3,2.1,3.4,3.2,0.9,0.6,0.9,1.1,4.5
14,15.0,Nae'Qwan Tomlin,25.0,CLE,PF,64,3,15.7,2.3,4.9,0.478,0.4,1.8,0.235,1.9,3.1,0.618,0.521,0.7,1.0,0.77,1.3,1.6,2.9,0.8,0.6,0.5,0.5,2.0,5.8
15,16.0,Larry Nance Jr.,33.0,CLE,PF,35,3,12.8,1.5,3.5,0.419,0.6,1.8,0.333,0.9,1.7,0.508,0.504,0.2,0.4,0.462,0.8,1.8,2.7,1.0,0.6,0.2,0.6,1.6,3.7
16,17.0,Thomas Bryant,28.0,CLE,C,60,1,12.2,2.3,4.5,0.506,0.8,2.2,0.359,1.5,2.3,0.647,0.594,0.9,1.1,0.803,1.0,2.4,3.4,0.6,0.3,0.4,0.5,1.3,6.2
17,18.0,Tyrese Proctor,21.0,CLE,PG,50,1,10.9,1.9,4.5,0.413,0.9,2.6,0.351,0.9,1.9,0.5,0.516,0.8,0.9,0.889,0.2,1.1,1.3,1.5,0.5,0.0,0.8,1.2,5.4
18,19.0,Olivier Sarr,26.0,CLE,C,4,0,9.8,1.3,1.8,0.714,0.5,0.8,0.667,0.8,1.0,0.75,0.857,0.5,1.3,0.4,0.5,2.3,2.8,1.3,0.5,0.8,0.5,2.3,3.5
19,20.0,Tristan Enaruna,24.0,CLE,SF,9,0,9.4,1.6,3.1,0.5,0.3,1.1,0.3,1.2,2.0,0.611,0.554,0.7,0.9,0.75,0.8,0.8,1.6,0.8,0.6,0.0,0.3,0.3,4.1
20,21.0,Luke Travers,24.0,CLE,SG,12,0,8.6,0.8,3.0,0.25,0.1,1.3,0.063,0.7,1.7,0.4,0.264,0.8,0.8,1.0,0.8,1.3,2.0,0.8,0.6,0.3,0.3,0.5,2.3
21,22.0,Riley Minix,25.0,CLE,SF,6,0,8.3,1.7,2.8,0.588,0.5,1.5,0.333,1.2,1.3,0.875,0.676,0.5,0.5,1.0,0.2,0.5,0.7,0.7,0.2,0.2,0.5,0.7,4.3
22,23.0,Chris Livingston,22.0,CLE,SF,3,0,5.7,1.3,2.3,0.571,0.0,1.0,0.0,1.3,1.3,1.0,0.571,0.3,0.3,1.0,0.0,1.0,1.0,0.3,0.3,0.0,0.0,1.3,3.0
23,24.0,Darius Brown II,26.0,CLE,SG,1,0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,,Team Totals,,CLE,,82,82,240.9,43.3,90.0,0.482,14.3,39.8,0.36,29.0,50.2,0.578,0.561,18.5,23.9,0.776,11.7,32.7,44.4,28.3,8.5,5.0,14.0,19.6,119.5
0,1.0,Anthony Edwards,24.0,MIN,SG,61,60,35.0,9.9,20.2,0.489,3.4,8.4,0.399,6.5,11.8,0.554,0.572,5.7,7.2,0.796,0.6,4.4,5.0,3.7,1.4,0.8,2.9,1.9,28.8
1,2.0,Julius Randle,31.0,MIN,PF,79,79,33.0,7.3,15.3,0.481,1.4,4.4,0.315,6.0,10.9,0.547,0.526,5.0,6.3,0.802,1.7,5.1,6.7,5.0,1.1,0.2,2.7,2.8,21.1
2,3.0,Jaden McDaniels,25.0,MIN,PF,73,73,31.7,5.7,11.1,0.515,1.4,3.4,0.412,4.3,7.7,0.562,0.579,2.0,2.4,0.835,1.0,3.2,4.2,2.7,1.1,1.0,1.8,3.3,14.8
3,4.0,Rudy Gobert,33.0,MIN,C,76,76,31.3,4.4,6.5,0.682,0.0,0.1,0.0,4.4,6.4,0.689,0.682,2.1,4.0,0.526,3.9,7.5,11.5,1.7,0.8,1.6,1.4,2.6,10.9
4,5.0,Donte DiVincenzo,29.0,MIN,SG,82,82,30.4,4.1,10.2,0.406,3.0,7.9,0.379,1.2,2.3,0.497,0.552,1.0,1.3,0.743,0.8,3.3,4.1,3.8,1.3,0.4,1.4,2.4,12.2
5,6.0,Ayo Dosunmu,26.0,MIN,SG,24,9,28.9,5.7,10.9,0.521,1.5,3.6,0.414,4.2,7.3,0.575,0.59,1.5,1.7,0.925,0.6,3.6,4.2,3.5,1.0,0.3,1.5,2.2,14.4
6,7.0,Naz Reid,26.0,MIN,C,77,3,26.1,5.2,11.3,0.456,2.1,5.8,0.362,3.1,5.5,0.556,0.549,1.2,1.6,0.732,1.2,5.0,6.2,2.2,1.0,1.0,1.6,2.5,13.6
7,8.0,Kyle Anderson,32.0,MIN,SF,19,2,19.1,1.8,3.9,0.473,0.0,0.3,0.0,1.8,3.6,0.507,0.473,0.9,1.2,0.773,1.1,2.6,3.7,3.3,0.8,0.6,0.8,2.0,4.6
8,9.0,Mike Conley,38.0,MIN,PG,54,15,18.4,1.3,4.0,0.335,1.0,3.1,0.337,0.3,0.9,0.327,0.465,0.8,0.9,0.9,0.3,1.4,1.7,2.9,0.6,0.3,0.6,1.6,4.5
9,10.0,Bones Hyland,25.0,MIN,PG,71,3,16.6,3.0,6.6,0.453,1.6,4.2,0.388,1.4,2.4,0.568,0.577,0.9,1.2,0.78,0.3,1.5,1.8,2.6,0.6,0.2,1.0,1.7,8.5
10,11.0,Jaylen Clark,24.0,MIN,SG,68,1,13.1,1.5,3.4,0.434,0.5,1.5,0.327,1.0,1.9,0.52,0.507,0.6,1.0,0.657,0.8,1.0,1.8,0.6,0.7,0.1,0.3,1.3,4.0
11,12.0,Terrence Shannon Jr.,25.0,MIN,SG,43,2,12.5,1.8,4.0,0.45,0.7,1.8,0.408,1.1,2.2,0.484,0.541,1.3,1.6,0.8,0.2,0.9,1.1,0.9,0.3,0.0,0.6,1.2,5.6
12,13.0,Rob Dillingham,21.0,MIN,PG,35,0,9.3,1.3,4.0,0.333,0.3,0.9,0.364,1.0,3.1,0.324,0.376,0.4,0.6,0.75,0.1,1.0,1.2,1.7,0.5,0.1,1.0,1.0,3.5
13,14.0,Enrique Freeman,25.0,MIN,PF,4,0,9.3,1.0,2.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.625,0.8,1.0,0.75,0.5,2.0,2.5,0.5,0.5,0.8,0.5,1.3,3.3
14,15.0,Zyon Pullin,24.0,MIN,SG,5,0,8.6,1.8,2.6,0.692,0.2,0.6,0.333,1.6,2.0,0.8,0.731,0.8,0.8,1.0,0.2,0.4,0.6,1.8,0.2,0.0,0.6,1.2,4.6
15,16.0,Joan Beringer,19.0,MIN,PF,40,3,7.9,1.6,2.5,0.663,0.0,0.0,,1.6,2.5,0.663,0.663,0.7,0.9,0.703,1.1,1.2,2.3,0.3,0.2,0.7,0.3,1.2,3.9
16,17.0,Julian Phillips,22.0,MIN,SF,13,0,7.2,1.1,2.5,0.424,0.3,1.2,0.25,0.8,1.3,0.588,0.485,0.7,0.9,0.75,0.1,0.3,0.4,0.2,0.4,0.1,0.3,0.8,3.2
17,18.0,Rocco Zikarsky,19.0,MIN,C,5,0,7.2,1.0,1.6,0.625,0.0,0.0,,1.0,1.6,0.625,0.625,0.8,0.8,1.0,0.4,2.4,2.8,0.4,0.0,1.0,0.2,0.6,2.8
18,19.0,Joe Ingles,38.0,MIN,SF,27,2,5.7,0.6,1.0,0.593,0.3,0.6,0.438,0.3,0.4,0.818,0.722,0.1,0.1,1.0,0.0,0.7,0.7,1.3,0.3,0.1,0.5,0.3,1.5
19,20.0,Leonard Miller,22.0,MIN,SF,19,0,5.0,0.9,1.7,0.545,0.1,0.6,0.083,0.9,1.1,0.81,0.561,0.4,0.6,0.636,0.4,0.9,1.3,0.3,0.2,0.0,0.5,0.6,2.3
20,21.0,Johnny Juzang,24.0,MIN,SG,21,0,4.2,0.8,1.8,0.421,0.3,1.1,0.25,0.5,0.7,0.714,0.5,0.2,0.4,0.625,0.2,0.6,0.8,0.3,0.1,0.0,0.2,0.1,2.0
21,,Team Totals,,MIN,,82,82,241.2,42.6,88.5,0.481,13.8,37.2,0.37,28.9,51.4,0.562,0.559,19.0,25.3,0.752,11.1,33.0,44.1,26.1,8.7,5.8,14.8,21.2,118.0
0,1.0,Brandon Ingram,28.0,TOR,SF,77,77,33.8,8.0,16.7,0.477,1.8,4.6,0.382,6.2,12.1,0.512,0.529,3.8,4.6,0.82,0.8,4.8,5.6,3.7,0.8,0.7,2.4,1.9,21.5
1,2.0,Scottie Barnes,24.0,TOR,PF,80,80,33.5,7.1,14.0,0.507,0.9,2.8,0.304,6.3,11.2,0.557,0.537,3.0,3.7,0.815,1.9,5.6,7.5,5.9,1.4,1.5,2.6,2.6,18.1
2,3.0,Immanuel Quickley,26.0,TOR,PG,70,70,31.9,5.7,12.9,0.443,2.5,6.8,0.374,3.2,6.1,0.52,0.541,2.4,3.0,0.821,0.5,3.5,4.0,5.9,1.3,0.1,1.5,2.0,16.4
3,4.0,RJ Barrett,25.0,TOR,SF,57,57,30.3,7.0,14.3,0.491,1.7,5.0,0.339,5.4,9.4,0.572,0.55,3.5,4.9,0.717,1.0,4.3,5.3,3.3,0.7,0.3,1.7,2.6,19.3
4,5.0,Jakob Poeltl,30.0,TOR,C,46,44,25.0,4.7,6.7,0.7,0.0,0.0,,4.7,6.7,0.7,0.7,1.3,2.1,0.602,2.5,4.5,7.0,2.0,0.9,0.7,1.2,3.2,10.7
5,6.0,Jamal Shead,23.0,TOR,PG,82,12,22.6,2.3,6.1,0.367,1.0,3.2,0.321,1.2,3.0,0.417,0.45,1.1,1.4,0.784,0.3,1.4,1.7,5.4,0.9,0.2,1.4,2.0,6.6
6,7.0,Collin Murray-Boyles,20.0,TOR,PF,57,22,21.9,3.5,6.0,0.579,0.3,0.9,0.34,3.2,5.1,0.62,0.604,1.2,1.9,0.657,2.3,2.7,5.0,1.9,0.9,0.9,1.0,2.6,8.5
7,8.0,Sandro Mamukelashvili,26.0,TOR,C,80,13,21.9,4.1,7.9,0.523,1.4,3.7,0.389,2.7,4.2,0.642,0.614,1.5,2.0,0.747,1.4,3.6,4.9,1.9,0.8,0.5,0.8,1.8,11.2
8,9.0,Ja'Kobe Walter,21.0,TOR,SG,72,19,20.5,2.5,5.6,0.446,1.5,3.7,0.409,1.0,1.9,0.519,0.582,1.0,1.3,0.789,0.8,1.8,2.6,1.2,1.0,0.2,0.5,2.3,7.5
9,10.0,Ochai Agbaji,25.0,TOR,SG,42,13,15.5,1.7,4.0,0.424,0.3,1.5,0.185,1.4,2.5,0.571,0.459,0.6,0.7,0.862,0.8,1.5,2.3,0.7,0.4,0.3,0.5,1.8,4.3
10,11.0,Gradey Dick,22.0,TOR,SG,76,1,14.0,2.1,5.1,0.419,0.7,2.4,0.301,1.4,2.6,0.53,0.492,1.0,1.2,0.875,0.6,1.4,1.9,0.7,0.6,0.1,0.6,1.3,6.0
11,12.0,A.J. Lawson,25.0,TOR,SG,24,0,9.4,1.4,3.3,0.436,0.8,1.9,0.422,0.6,1.4,0.455,0.558,0.6,0.8,0.778,0.4,1.4,1.8,0.3,0.5,0.2,0.3,1.1,4.2
12,13.0,Jamison Battle,24.0,TOR,SF,61,2,8.5,1.2,2.4,0.51,0.6,1.4,0.412,0.6,1.0,0.65,0.631,0.1,0.2,0.643,0.3,1.1,1.5,0.4,0.1,0.0,0.3,0.7,3.1
13,14.0,Markelle Fultz,27.0,TOR,PG,5,0,7.2,0.4,2.2,0.182,0.0,0.0,,0.4,2.2,0.182,0.182,0.0,0.0,,0.0,0.2,0.2,1.6,0.4,0.0,0.8,0.4,0.8
14,15.0,Chucky Hepburn,22.0,TOR,PG,2,0,6.5,0.0,3.0,0.0,0.0,2.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0
15,16.0,Alijah Martin,24.0,TOR,SG,23,0,6.3,0.7,2.2,0.32,0.2,0.9,0.19,0.5,1.3,0.414,0.36,0.7,0.8,0.789,0.4,0.5,0.9,0.5,0.3,0.2,0.3,0.5,2.2
16,17.0,Jonathan Mogbo,24.0,TOR,PF,40,0,6.2,0.7,1.1,0.591,0.0,0.0,0.0,0.7,1.1,0.605,0.591,0.2,0.4,0.643,0.5,1.2,1.7,0.6,0.3,0.2,0.4,0.7,1.5
17,18.0,Trayce Jackson-Davis,25.0,TOR,C,17,0,5.0,0.6,1.3,0.5,0.0,0.0,,0.6,1.3,0.5,0.5,0.5,1.3,0.409,1.1,0.8,1.9,0.4,0.2,0.3,0.2,0.3,1.8
18,19.0,Garrett Temple,39.0,TOR,SG,22,0,3.3,0.2,0.7,0.267,0.1,0.5,0.25,0.0,0.1,0.333,0.367,0.3,0.4,0.667,0.0,0.4,0.4,0.4,0.2,0.1,0.3,0.3,0.8
19,20.0,Mo Bamba,27.0,TOR,C,2,0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0
20,,Team Totals,,TOR,,82,82,241.2,42.6,88.4,0.482,11.4,32.1,0.354,31.3,56.3,0.555,0.546,18.0,23.4,0.769,10.9,31.2,42.1,29.5,8.8,4.8,13.7,20.9,114.6
0,1.0,Jalen Johnson,24.0,ATL,SF,72,72,35.2,8.3,17.1,0.489,1.7,4.7,0.352,6.7,12.3,0.541,0.537,4.2,5.3,0.788,1.4,8.9,10.3,7.9,1.2,0.4,3.4,2.1,22.5
1,2.0,Nickeil Alexander-Walker,27.0,ATL,SG,78,71,33.4,7.0,15.3,0.459,3.2,8.1,0.399,3.8,7.3,0.525,0.564,3.6,3.9,0.902,0.7,2.8,3.4,3.7,1.3,0.5,2.1,2.2,20.8
2,3.0,Dyson Daniels,22.0,ATL,SG,76,76,33.2,5.3,10.2,0.517,0.3,1.5,0.188,5.0,8.7,0.576,0.532,1.0,1.6,0.615,2.4,4.4,6.8,5.9,2.0,0.4,1.8,2.2,11.9
3,4.0,Onyeka Okongwu,25.0,ATL,C,74,63,31.0,5.6,11.6,0.48,1.9,5.2,0.376,3.6,6.4,0.564,0.564,2.1,2.7,0.757,1.9,5.7,7.6,3.1,1.1,1.1,1.7,3.3,15.2
4,5.0,CJ McCollum,34.0,ATL,PG,41,25,28.8,7.0,15.2,0.456,2.3,6.5,0.357,4.6,8.8,0.529,0.532,2.5,3.3,0.748,1.0,2.2,3.1,4.1,1.0,0.6,1.9,1.7,18.7
5,6.0,Trae Young,27.0,ATL,PG,10,10,28.0,5.6,13.5,0.415,1.8,5.9,0.305,3.8,7.6,0.5,0.481,6.3,7.3,0.863,0.0,1.5,1.5,8.9,1.0,0.1,2.6,2.0,19.3
6,7.0,Keshon Gilbert,22.0,ATL,SG,1,0,26.0,4.0,8.0,0.5,0.0,1.0,0.0,4.0,7.0,0.571,0.5,3.0,3.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,11.0
7,8.0,Kristaps PorziÅÄ£is,30.0,ATL,C,17,12,24.3,5.6,12.4,0.457,1.8,5.1,0.36,3.8,7.3,0.524,0.531,4.0,4.8,0.84,1.2,3.9,5.1,2.7,0.5,1.3,0.9,3.2,17.1
8,9.0,Zaccharie Risacher,20.0,ATL,SF,67,46,22.4,3.6,8.0,0.455,1.4,3.9,0.368,2.2,4.1,0.536,0.544,0.9,1.3,0.644,1.1,2.8,3.8,1.1,0.9,0.5,0.9,2.2,9.6
9,10.0,VÃ­t KrejÄÃ­,25.0,ATL,PG,46,8,22.3,3.1,6.7,0.464,2.2,5.2,0.423,0.9,1.5,0.609,0.628,0.6,0.8,0.75,0.4,1.7,2.1,1.5,0.8,0.3,0.7,2.3,9.0
10,11.0,Jonathan Kuminga,23.0,ATL,PF,16,1,22.1,4.3,9.1,0.476,1.1,3.3,0.346,3.2,5.8,0.548,0.538,2.5,3.6,0.702,1.3,4.1,5.3,2.1,0.9,0.3,1.3,1.4,12.3
11,12.0,Luke Kennard,29.0,ATL,SG,46,0,20.5,2.8,5.2,0.538,1.6,3.2,0.497,1.2,2.0,0.604,0.692,0.7,0.8,0.914,0.4,1.7,2.2,2.1,0.7,0.1,0.7,1.2,7.9
12,13.0,Jock Landale,30.0,ATL,C,23,2,19.4,3.6,6.9,0.516,1.1,2.8,0.391,2.5,4.1,0.6,0.594,0.9,1.6,0.541,1.8,2.3,4.1,1.7,0.4,0.6,0.6,2.1,9.1
13,14.0,Corey Kispert,26.0,ATL,SF,39,8,18.2,3.2,7.1,0.455,1.5,4.1,0.354,1.7,2.9,0.596,0.558,1.3,1.6,0.81,0.5,1.7,2.3,1.5,0.2,0.2,0.8,1.0,9.2
14,15.0,Mouhamed Gueye,23.0,ATL,PF,77,8,15.3,1.7,3.8,0.452,0.5,1.7,0.308,1.2,2.1,0.569,0.521,0.5,0.8,0.645,1.2,2.4,3.6,0.9,0.8,0.5,0.4,1.6,4.4
15,16.0,Gabe Vincent,29.0,ATL,PG,24,0,13.3,1.3,3.6,0.36,0.9,2.9,0.3,0.4,0.7,0.625,0.483,0.4,0.5,0.833,0.4,0.7,1.1,1.6,0.5,0.1,0.6,1.1,3.9
16,17.0,Asa Newell,20.0,ATL,PF,44,2,11.4,2.1,3.8,0.538,0.7,1.7,0.387,1.4,2.1,0.66,0.624,0.4,0.7,0.552,1.0,1.2,2.2,0.6,0.4,0.3,0.5,1.5,5.2
17,18.0,RayJ Dennis,24.0,ATL,PG,3,0,11.3,1.3,3.7,0.364,0.7,2.3,0.286,0.7,1.3,0.5,0.455,0.0,0.0,,0.0,1.0,1.0,2.3,0.3,0.0,0.7,1.7,3.3
18,19.0,Tony Bradley,28.0,ATL,C,3,1,11.3,1.7,3.7,0.455,0.3,0.7,0.5,1.3,3.0,0.444,0.5,0.0,0.0,,1.3,1.7,3.0,0.7,0.0,0.0,0.3,0.7,3.7
19,20.0,Christian Koloko,25.0,ATL,C,14,2,11.1,1.2,2.8,0.436,0.1,0.6,0.125,1.1,2.2,0.516,0.449,0.6,0.8,0.818,0.9,1.7,2.6,0.6,0.3,0.7,0.6,1.9,3.1
20,21.0,Keaton Wallace,26.0,ATL,PG,53,3,10.1,1.3,3.2,0.398,0.7,1.9,0.373,0.6,1.3,0.435,0.509,0.2,0.3,0.667,0.1,1.0,1.1,1.8,0.5,0.1,0.5,0.9,3.5
21,22.0,Buddy Hield,33.0,ATL,SG,7,0,7.3,1.9,3.9,0.481,1.0,2.4,0.412,0.9,1.4,0.6,0.611,0.4,0.4,1.0,0.1,1.0,1.1,0.7,0.3,0.0,0.9,0.1,5.1
22,23.0,Caleb Houstan,23.0,ATL,SF,18,0,4.2,0.8,1.4,0.538,0.6,1.2,0.524,0.2,0.3,0.6,0.75,0.2,0.2,1.0,0.3,0.3,0.6,0.2,0.1,0.1,0.2,0.6,2.3
23,24.0,N'Faly Dante,24.0,ATL,C,4,0,3.8,0.3,1.0,0.25,0.0,0.0,,0.3,1.0,0.25,0.25,0.3,0.3,1.0,0.8,1.0,1.8,0.0,0.5,0.0,0.3,0.3,0.8
24,25.0,Jacob Toppin,25.0,ATL,SF,5,0,3.4,0.8,1.2,0.667,0.0,0.0,,0.8,1.2,0.667,0.667,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,1.6
25,,Team Totals,,ATL,,82,82,240.9,43.6,92.0,0.474,14.6,39.5,0.371,29.0,52.5,0.552,0.554,16.6,21.5,0.774,11.0,32.6,43.5,30.1,9.4,4.7,14.2,19.7,118.5
0,1.0,Bam Adebayo,28.0,MIA,C,73,73,32.4,6.9,15.7,0.442,1.7,5.5,0.318,5.2,10.2,0.509,0.497,4.5,5.8,0.778,2.0,8.0,10.0,3.2,1.2,0.7,1.6,1.7,20.1
1,2.0,Tyler Herro,26.0,MIA,SG,33,28,31.3,7.5,15.6,0.48,2.5,6.7,0.378,4.9,8.9,0.556,0.561,3.0,3.3,0.917,0.4,4.4,4.8,4.1,0.7,0.4,1.9,1.9,20.5
2,3.0,Andrew Wiggins,30.0,MIA,SF,68,68,30.3,5.7,12.1,0.475,2.0,4.9,0.414,3.7,7.2,0.516,0.559,1.9,2.4,0.784,1.7,3.1,4.8,2.7,1.1,1.0,1.5,2.3,15.4
3,4.0,Norman Powell,32.0,MIA,SG,58,52,29.6,7.3,15.4,0.47,2.7,7.1,0.38,4.6,8.4,0.546,0.558,4.5,5.5,0.827,0.4,3.1,3.5,2.5,1.1,0.2,1.9,2.2,21.7
4,5.0,Davion Mitchell,27.0,MIA,PG,70,70,28.6,3.7,7.6,0.49,1.3,3.3,0.395,2.4,4.4,0.561,0.574,0.6,0.9,0.646,0.5,2.2,2.7,6.5,1.0,0.2,1.5,2.6,9.3
5,6.0,Jaime Jaquez Jr.,24.0,MIA,SF,75,1,28.3,6.2,12.2,0.507,0.8,2.4,0.317,5.4,9.8,0.555,0.539,2.2,2.9,0.769,1.3,3.7,5.0,4.7,0.7,0.3,2.0,1.8,15.4
6,7.0,Pelle Larsson,24.0,MIA,SG,70,54,26.4,4.0,8.0,0.496,0.9,2.7,0.323,3.1,5.2,0.586,0.551,2.6,3.3,0.797,1.0,2.5,3.5,3.4,0.7,0.2,1.4,2.1,11.4
7,8.0,Kel'el Ware,21.0,MIA,C,77,34,22.1,4.5,8.4,0.53,1.2,3.0,0.395,3.3,5.4,0.606,0.601,0.9,1.2,0.74,2.8,6.2,9.0,0.7,0.8,1.1,0.8,1.5,11.1
8,9.0,Kasparas JakuÄionis,19.0,MIA,PG,53,12,17.8,1.9,4.5,0.429,1.2,2.9,0.423,0.7,1.5,0.439,0.567,1.1,1.2,0.879,0.8,1.8,2.6,2.6,0.6,0.1,0.9,1.9,6.2
